,X,Title,Runtime,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical,Rating,Director,Lead,Votes,Budget,Sequel,Avg_rating_director,Avg_rating_lead
432,432,Cruella,134,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.3,Craig Gillespie,Emma Stone,"240,817",100000000,0,7.4,6.2
433,433,The Harder They Fall,139,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6,Jeymes Samuel,Jonathan Majors,"65,737",90000000,0,6.6,6.6
434,434,Purple Hearts,122,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.7,Elizabeth Allen Rosenbaum,Sofia Carson,"40,940",2800000,0,6.7,6.7
435,435,Another Round,117,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,Thomas Vinterberg,Mads Mikkelsen,"168,698",5200000,0,8,8
436,436,Mystic River,138,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.9,Clint Eastwood,Sean Penn,"464,155",30000000,0,7.766666667,7.9
437,437,A Quiet Place Part II,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,John Krasinski,Emily Blunt,"240,473",17000000,1,7.35,7.2
438,438,Dodgeball: A True Underdog Story,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.7,Rawson Marshall Thurber,Ben Stiller,"255,587",20000000,0,6.666666667,6.8
439,439,RED,111,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,Robert Schwentke,Bruce Willis,"313,729",58000000,0,7,7
440,440,V for Vendetta,132,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.2,James McTeigue,Hugo Weaving,"1,133,409",54000000,0,8.2,8.2
441,441,Aladdin,128,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9,Guy Ritchie,Will Smith,"272,312",183000000,1,7.32,6.816666667
442,442,21 Jump Street,109,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.2,Phil Lord,Jonah Hill,"569,170",42000000,0,7.45,7.2
443,443,Saw,103,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7.6,James Wan,Cary Elwes,"430,573",1200000,0,7.04,7.6
444,444,Greenland,119,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,Ric Roman Waugh,Gerard Butler,"121,771",35000000,0,6.4,7.12
445,445,Secretary,107,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.9,Steven Shainberg,James Spader,"93,820",4000000,0,6.9,6.9
446,446,Training Day,122,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7,Antoine Fuqua,Denzel Washington,"445,902",45000000,0,6.933333333,7.18
447,447,Charlie and the Chocolate Factory,115,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7,Tim Burton,Johnny Depp,"492,186",150000000,1,6.55,7.04
448,448,Avengers: Age of Ultron,141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,Joss Whedon,Robert Downey Jr.,"876,931",250000000,1,7.65,7.7
449,449,El Camino: A Breaking Bad Movie,122,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3,Vince Gilligan,Aaron Paul,"261,363",6000000,1,7.3,7.3
450,450,The Favourite,119,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.5,Yorgos Lanthimos,Olivia Colman,"205,838",15000000,0,7.3,6.933333333
451,451,Stardust,127,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Matthew Vaughn,Charlie Cox,"276,210",70000000,0,7.18,7.6
452,452,The Man from U.N.C.L.E.,116,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,Guy Ritchie,Henry Cavill,"316,785",84000000,0,7.32,7.433333333
453,453,The Visit,94,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6.2,M. Night Shyamalan,Olivia DeJonge,"139,721",5000000,0,6.55,6.2
454,454,The Age of Adaline,112,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,Lee Toland Krieger,Blake Lively,"187,451",25000000,0,7.2,7.2
455,455,Little Children,137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,Todd Field,Kate Winslet,"113,083",26000000,0,7.5,7.55
456,456,Orphan,123,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,Jaume Collet-Serra,Vera Farmiga,"236,603",20000000,0,6.633333333,7
457,457,Nightcrawler,117,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.8,Dan Gilroy,Jake Gyllenhaal,"561,919",8500000,0,7.8,7.033333333
458,458,Shooter,124,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1,Antoine Fuqua,Mark Wahlberg,"339,734",61000000,0,6.933333333,6.64
459,459,Suspiria,152,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Luca Guadagnino,Chloë Grace Moretz,"82,837",20000000,0,7.133333333,6.7
460,460,3 Idiots,170,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,Rajkumar Hirani,Aamir Khan,"406,942",6700000,0,8.4,8.4
461,461,Sinister,110,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8,Scott Derrickson,Ethan Hawke,"260,110",3000000,0,7.066666667,7.1
462,462,Up,96,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.3,Pete Docter,Edward Asner,"1,058,624",175000000,0,8.125,8.3
463,463,Captain Marvel,123,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,Anna Boden,Brie Larson,"572,182",152000000,1,6.8,7.45
464,464,Justice League,120,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,Zack Snyder,Ben Affleck,"459,604",300000000,0,6.866666667,6.725
465,465,Step Brothers,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9,Adam McKay,Will Ferrell,"302,378",65000000,0,7.3,6.9
466,466,Closer,104,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,Mike Nichols,Natalie Portman,"225,191",27000000,0,7.2,7.333333333
467,467,Flight,138,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,Robert Zemeckis,Denzel Washington,"360,553",31000000,0,6.15,7.18
468,468,Amélie,122,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.3,Jean-Pierre Jeunet,Audrey Tautou,"764,801",10000000,0,8.3,8.3
469,469,The Lost Daughter,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,Maggie Gyllenhaal,Olivia Colman,"68,227",5000000,0,6.7,6.933333333
470,470,Children of Men,109,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,Alfonso Cuarón,Julianne Moore,"507,673",76000000,0,7.8,7.9
471,471,Kung Fu Panda,92,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Mark Osborne,Jack Black,"482,654",130000000,0,7.6,7.4
472,472,The Perks of Being a Wallflower,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,Stephen Chbosky,Logan Lerman,"521,788",13000000,0,7.9,6.85
473,473,Knight and Day,109,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3,James Mangold,Tom Cruise,"200,567",117000000,0,7.575,7.16875
474,474,Legally Blonde,96,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.4,Robert Luketic,Reese Witherspoon,"226,154",18000000,0,6.4,6.3
475,475,Kingdom of Heaven,144,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Ridley Scott,Orlando Bloom,"294,484",130000000,0,7.211111111,7.2
476,476,Iron Man Three,130,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,Shane Black,Robert Downey Jr.,"862,256",200000000,1,7.2,7.7
477,477,Enola Holmes 2,129,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7,Harry Bradbeer,Millie Bobby Brown,"81,864",50000000,1,6.65,6.65
478,478,Solo: A Star Wars Story,135,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,Ron Howard,Alden Ehrenreich,"355,820",275000000,1,7.75,6.9
479,479,A.I. Artificial Intelligence,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,Steven Spielberg,Haley Joel Osment,"312,831",90000000,0,7.222222222,7.2
480,480,Chicago,113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,7.2,Rob Marshall,Renée Zellweger,"234,264",45000000,0,6.9,7.2
481,481,Million Dollar Baby,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,Clint Eastwood,Hilary Swank,"695,393",30000000,0,7.766666667,8.1
482,482,Molly's Game,140,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.4,Aaron Sorkin,Jessica Chastain,"177,434",30000000,0,7.4,6.7
483,483,Fast & Furious,107,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.5,Justin Lin,Vin Diesel,"293,111",85000000,1,6.175,6.457142857
484,484,Thor,115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Kenneth Branagh,Chris Hemsworth,"861,138",250000000,0,6.8,6.683333333
485,485,Under the Skin,108,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Jonathan Glazer,Scarlett Johansson,"147,822",13000000,0,6.3,6.466666667
486,486,The Girl with the Dragon Tattoo,158,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.8,David Fincher,Daniel Craig,"470,829",90000000,0,7.84,7.542857143
487,487,Contagion,106,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,Steven Soderbergh,Matt Damon,"307,497",60000000,0,6.9,7.22
488,488,Mamma Mia!,108,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6.5,Phyllida Lloyd,Meryl Streep,"253,246",52000000,0,6.5,6.85
489,489,Just Go with It,117,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.4,Dennis Dugan,Adam Sandler,"250,437",80000000,0,5.866666667,6.444444444
490,490,Star Wars: Episode II - Attack of the Clones,142,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,George Lucas,Hayden Christensen,"722,344",115000000,1,7.1,7.1
491,491,Legend,132,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.9,Brian Helgeland,Tom Hardy,"188,561",22500000,0,6.9,7.14
492,492,A Simple Favor,117,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.8,Paul Feig,Anna Kendrick,"153,055",20000000,0,6.8,6.766666667
493,493,Alien: Covenant,122,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6.4,Ridley Scott,Michael Fassbender,"287,080",97000000,1,7.211111111,6.8
494,494,It Follows,100,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8,David Robert Mitchell,Maika Monroe,"249,596",1300000,0,6.8,6.55
495,495,Thirteen Lives,147,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.8,Ron Howard,Viggo Mortensen,"58,581",55000000,0,7.75,7.275
496,496,Warrior,140,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,Gavin O'Connor,Tom Hardy,"478,836",25000000,0,8.2,7.14
497,497,Captain America: Civil War,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8,Anthony Russo,Chris Evans,"802,466",250000000,1,7.78,7.216666667
498,498,How to Train Your Dragon,98,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,Dean DeBlois,Jay Baruchel,"752,921",165000000,0,7.7,8.1
499,499,Man on Fire,146,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7,Tony Scott,Denzel Washington,"369,236",70000000,0,7.7,7.18
500,500,Star Wars: Episode III - Revenge of the Sith,140,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,George Lucas,Hayden Christensen,"803,703",115000000,1,7.1,7.1
501,501,The Hurt Locker,131,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.5,Kathryn Bigelow,Jeremy Renner,"458,327",15000000,0,7.45,7.2
502,502,28 Weeks Later,100,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Juan Carlos Fresnadillo,Jeremy Renner,"281,612",15000000,1,6.9,7.2
503,503,Fantastic Beasts and Where to Find Them,132,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,David Yates,Eddie Redmayne,"484,502",175000000,1,7.257142857,6.633333333
504,504,Vicky Cristina Barcelona,96,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.1,Woody Allen,Rebecca Hall,"259,972",15500000,0,7.4,7.1
505,505,And Your Mother Too,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,Alfonso Cuarón,Maribel Verdú,"125,022",2000000,0,7.8,7.7
506,506,Lady Bird,94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4,Greta Gerwig,Saoirse Ronan,"299,864",10000000,0,7.6,7.6
507,507,Pirates of the Caribbean: On Stranger Tides,136,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Rob Marshall,Johnny Depp,"536,988",250000000,1,6.9,7.04
508,508,Ocean's Eight,110,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.3,Gary Ross,Sandra Bullock,"226,054",70000000,1,6.75,6.68
509,509,Den of Thieves,140,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,Christian Gudegast,Gerard Butler,"116,114",30000000,0,7,7.12
510,510,School of Rock,109,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.2,Richard Linklater,Jack Black,"313,088",35000000,0,7.2,7.4
511,511,"Monsters, Inc.",92,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.1,Pete Docter,Billy Crystal,"922,922",115000000,0,8.125,8.1
512,512,Road to Perdition,117,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.7,Sam Mendes,Tom Hanks,"273,853",80000000,0,7.24,7.542857143
513,513,Train to Busan,118,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6,Sang-ho Yeon,Gong Yoo,"229,980",7600000,0,7.6,7.6
514,514,DC League of Super-Pets,105,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,Jared Stern,Dwayne Johnson,"67,174",90000000,0,7.2,6.455555556
515,515,Fresh,114,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7,Mimi Cave,Daisy Edgar-Jones,"60,613",17500000,0,6.7,6.95
516,516,Marriage Story,137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.9,Noah Baumbach,Adam Driver,"320,060",18000000,0,6.8,6.8
517,517,Star Wars: Episode VIII - The Last Jedi,152,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Rian Johnson,Daisy Ridley,"641,800",317000000,1,7.333333333,7.066666667
518,518,Life of Pi,127,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,Ang Lee,Suraj Sharma,"640,561",120000000,0,7.8,7.9
519,519,Constantine,121,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Francis Lawrence,Keanu Reeves,"353,933",100000000,0,6.871428571,6.633333333
520,520,Shrek 2,93,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,Andrew Adamson,Mike Myers,"475,676",150000000,1,7.366666667,7.6
521,521,Indiana Jones and the Kingdom of the Crystal Skull,122,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,Steven Spielberg,Harrison Ford,"461,765",185000000,1,7.222222222,7.1
522,522,Percy Jackson & the Olympians: The Lightning Thief,118,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,Chris Columbus,Logan Lerman,"192,601",95000000,0,6.933333333,6.85
523,523,Fifty Shades Freed,105,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.5,James Foley,Dakota Johnson,"68,226",55000000,1,4.55,4.433333333
524,524,Memory,114,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.7,Martin Campbell,Liam Neeson,"28,542",43000000,0,6.85,6.75
525,525,Soul,100,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,Pete Docter,Jamie Foxx,"339,679",150000000,0,8.125,7.5
526,526,Speak No Evil,97,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,Christian Tafdrup,Morten Burian,"24,432",3000000,0,6.6,6.6
527,527,Dallas Buyers Club,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9,Jean-Marc Vallée,Matthew McConaughey,"496,617",5000000,0,7.9,7.76
528,528,Rush,123,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.1,Ron Howard,Daniel Brühl,"487,131",38000000,0,7.75,8.1
529,529,Us,116,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6.8,Jordan Peele,Lupita Nyong'o,"309,854",20000000,0,7.1,6.8
530,530,Bird Box,124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6.6,Susanne Bier,Sandra Bullock,"353,354",19800000,0,6.6,6.68
531,531,Scooby-Doo,86,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2,Raja Gosnell,Matthew Lillard,"117,494",84000000,1,5.2,5.2
532,532,American Made,115,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.1,Doug Liman,Tom Cruise,"190,971",50000000,1,7.35,7.16875
533,533,A Knight's Tale,132,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9,Brian Helgeland,Heath Ledger,"191,478",65000000,0,6.9,6.9
534,534,Fast & Furious Presents: Hobbs & Shaw,137,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,David Leitch,Dwayne Johnson,"218,496",200000000,1,7.166666667,6.455555556
535,535,The Reader,124,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,Stephen Daldry,Kate Winslet,"250,106",32000000,0,7.6,7.55
536,536,EuroTrip,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6,Jeff Schaffer,Scott Mechlowicz,"213,408",25000000,0,6.6,6.6
537,537,Jennifer's Body,102,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4,Karyn Kusama,Megan Fox,"139,591",16000000,0,5.4,5.4
538,538,The Many Saints of Newark,120,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3,Alan Taylor,Alessandro Nivola,"56,650",50000000,0,6.55,6.3
539,539,Night at the Museum,108,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4,Shawn Levy,Ben Stiller,"357,184",110000000,0,6.733333333,6.8
540,540,Father Stu,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,Rosalind Ross,Mark Wahlberg,"23,657",4000000,0,6.5,6.64
541,541,6 Underground,128,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1,Michael Bay,Ryan Reynolds,"182,633",150000000,0,6.316666667,7.12
542,542,The Girl Next Door,91,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,Gregory Wilson,William Atherton,"27,351",21000000,0,6.5,6.5
543,543,Skyfall,143,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.8,Sam Mendes,Daniel Craig,"705,609",200000000,1,7.24,7.542857143
544,544,In Time,109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.7,Andrew Niccol,Justin Timberlake,"419,268",40000000,0,6.7,6.7
545,545,Movie 43,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3,Elizabeth Banks,Emma Stone,"107,775",6000000,0,4.6,6.2
546,546,The Mummy,110,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,Alex Kurtzman,Tom Cruise,"194,750",80000000,0,5.4,7.16875
547,547,The Founder,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2,John Lee Hancock,Michael Keaton,"157,319",25000000,0,7.033333333,7.45
548,548,Pirates of the Caribbean: Dead Man's Chest,151,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Gore Verbinski,Johnny Depp,"730,384",225000000,1,7.7,7.04
549,549,Armageddon Time,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,James Gray,Anne Hathaway,"10,394",15000000,0,6.5,6.7
550,550,Sweet Home Alabama,108,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.2,Andy Tennant,Reese Witherspoon,"116,967",30000000,0,6.2,6.3
551,551,The Lives of Others,137,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.4,Florian Henckel von Donnersmarck,Ulrich Mühe,"393,967",2000000,0,8.4,8.4
552,552,The Chronicles of Riddick,119,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,David Twohy,Vin Diesel,"233,395",110000000,0,6.5,6.457142857
553,553,Love & Other Drugs,112,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.7,Edward Zwick,Jake Gyllenhaal,"209,165",30000000,0,7.25,7.033333333
554,554,Do Revenge,118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3,Jennifer Kaytin Robinson,Camila Mendes,"41,887",25000000,0,6.3,6.3
555,555,Cinderella,105,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Kenneth Branagh,Lily James,"180,921",95000000,1,6.8,6.9
556,556,White House Down,131,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3,Roland Emmerich,Channing Tatum,"226,899",150000000,0,5.933333333,6.3
557,557,Gifted,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,Marc Webb,Chris Evans,"120,567",7000000,0,7.4,7.216666667
558,558,Predestination,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,Michael Spierig,Ethan Hawke,"288,821",5000000,0,7.4,7.1
559,559,The Fast and the Furious: Tokyo Drift,104,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,Justin Lin,Lucas Black,"278,386",85000000,1,6.175,6
560,560,Ted,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9,Seth MacFarlane,Mark Wahlberg,"624,679",65000000,0,6.9,6.64
561,561,Doctor Sleep,152,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,Mike Flanagan,Ewan McGregor,"199,188",45000000,1,7.3,7.45
562,562,Forgetting Sarah Marshall,111,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.1,Nicholas Stoller,Kristen Bell,"290,422",30000000,0,6.75,7.25
563,563,The Hobbit: The Battle of the Five Armies,144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,Peter Jackson,Ian McKellen,"542,954",250000000,1,8.114285714,7.6
564,564,Batman v Superman: Dawn of Justice,151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,Zack Snyder,Ben Affleck,"707,718",250000000,1,6.866666667,6.725
565,565,X-Men: Apocalypse,144,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,Bryan Singer,James McAvoy,"442,343",178000000,1,7.4,6.933333333
566,566,Snowpiercer,126,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,Bong Joon Ho,Chris Evans,"368,283",40000000,0,7.9,7.216666667
567,567,The Pursuit of Happyness,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,Gabriele Muccino,Will Smith,"524,581",55000000,0,8,6.816666667
568,568,Disenchanted,119,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.6,Adam Shankman,Amy Adams,"21,863",85000000,0,5.6,6.9
569,569,Antichrist,108,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,Lars von Trier,Willem Dafoe,"129,862",3400000,0,6.7,6.5
570,570,I Spit on Your Grave,108,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2,Steven R. Monroe,Sarah Butler,"86,895",2000000,0,6.2,6.2
571,571,Moneyball,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.6,Bennett Miller,Brad Pitt,"433,404",50000000,0,7.6,7.318181818
572,572,Doctor Strange,115,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,Scott Derrickson,Benedict Cumberbatch,"756,931",200000000,0,7.066666667,7.3
573,573,Unfaithful,124,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.7,Adrian Lyne,Richard Gere,"92,040",50000000,0,6.05,6.7
574,574,Juno,96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,Jason Reitman,Elliot Page,"529,652",7500000,0,7.3,7.5
575,575,Not Another Teen Movie,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7,Joel Gallen,Chyler Leigh,"108,708",15000000,0,5.7,5.7
